"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00007833","별미 바지락칼국수","001","한식","서울특별시 강동구 풍성로 160 (성내동)","02-470-7393","성내중학교 인근","영업시간 : 10시~22시 ※영업시간 등 기타 내용은 상황에 따라 변동가능              ","칼국수, 비빔국수 등이 매우 맛있고 식사시간에 줄서서 먹는 집입니다. 소비자단체의 추천을 받은 청결함이 매우 뛰어난 업소입니다.","33","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230130144137.jpg"
"00007832","뚝배기해장국","001","한식","서울특별시 강동구 양재대로 1389 (성내동)","02-476-6005","길동 사거리에서 둔촌 방향으로 한 정거장 떨어진, 도로변에 위치합니다. 주말이면 하남행 등산객들의 발길로 분주합니다.","영업시간 : 5시~22시            ","소비자단체의 추천업소로 청결한 위생과 맛을 모두 자랑합니다. ","32","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230130145022.jpg"
"00007802","박리김밥","001","한식","서울특별시 중랑구 공릉로2길 22 (묵동)","02-949-7101","먹골역(7호선) 1번 출구로 나와서 묵동 삼거리에서 우회전하면 전방 100m앞에 위치","영업시간 : 6시 ~ 23시 휴무일 : 1, 3주 월요일           ","먹골역에서 가까워 교통이 편리하고 업소가 매우 깨끗하며 치즈김밥, 순두부찌개 등 음식이 맛있어 오랜 단골들 확보 '주변 평균가격 보다 저렴한 업소","23","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20151126104526.jpg"
"00007663","소소한날","001","한식","서울특별시 영등포구 도림로 462 (문래동3가)","02-2068-2220","문래역 1번 출구에서420m 국화아파트 상가 1층","월-일(1,3째 일요일 휴무) 10:00~22:00 휴식 15:30~17:00      ","소고기는 한우만 취급하고 등심 가격이 저렴함","22","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20150427152616.jpg"
"00003887","부남돌구이","001","한식","서울특별시 종로구 대학로2길 65-5 (효제동)","742-2451        ","지하철1호선 종로5가역3번출구에서 건영의료기 골목에 위치.50M정도에 위치 버스노선:262, 720, 271, 260, 261,270, 7025등 다수가 있음.","영업시간 :오전10:00 ~ 오후10:00 좌석수 :46 휴무일 :매주일요일 배달 :가능 예약 :가능 카드 :가능 주차 : 불가    ","오랫동안 숙련된 사장님의 손맛에 깔끔하고 신선한 재료로써 주위에 직장인들이 점심시간에 기다려야 할 정도랍니다. 사장님의 자랑할 만한 요리는 쭈꾸미 철판 볶음이랍니다.","10","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00003887.jpg"
"00004526","원삼집","001","한식","서울특별시 성북구 보문로30라길 15 (동선동2가)"," 02-928-3343","","영업시간 : 16시 ~ 24시       ","맛있는 미나리 솥뚜껑 삼겹살","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230726112511.jpg"
"00004052","인터미용실","005","이미용","서울특별시 종로구 숭인동길 46 (숭인동), 1086","02-922-6363","지하철 1호선 신설동역 11, 12번출구에서 육교골목으로 들어와 3분거리에 위치합니다.","영업시간 :AM9:00~ PM21:30 휴무일 :무       ","오신손님께 항상 친절서비스를 제공하며 컷트 할인해 드립니다.","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00004052.JPG"
"00006665","산정","001","한식","서울특별시 중구 동호로 288 (장충동2가)","2277-0913       ","3호선 동대입구역 1번 출구쪽 장충동 앰버서더서울풀만호텔 건너편 S-oil근처 ","(2022년 5월 현재) ○ 영업시간 : 11:00~22:00 (휴무일: 1, 3째주 일요일) ○ 좌석수 : 80석 ○ 배달 : 불가  ○ 주차 : 2대 정도 가능 ○ 기타: 예약 가능, 카드 가능      ","제주도산 고기만 사용합니다.  오랫동안 고기 맛을 인정받아 단골고객이 많은 가게입니다. '식객 허영만의 백반기행' (79회)에도 소개되었어요~","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130604113250.JPG"
"00007333","신애사진관","013","기타서비스업","서울특별시 송파구 백제고분로19길 27 (잠실동)","415-1869","전철노선: 2호선 신천역 2번출구 600m 도보   IBK기업은행 트리지움점 골목 화성빌딩 버스노선:333.4318.3315.3418.1007-1.5600' ","영업시간 : 09:30~ 21:00 휴무일 : 매주 일요일 예약 : 가능 카드 : 가능 주차 : 불가    ","저렴한 사진인화료와  친절한 서비스 깔끔한 사진촬영 최근 2년이내 가격인하 고객서비스  (송파구 평균가 :14,400원)","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20100726163611.jpg"
"00002022","봉주르","001","한식","서울특별시 마포구 와우산로 155-1 (서교동)","02-332-8373","홍대입구역 6번 출구에서366m","영업시간 :11:00-21:00 휴 무 일  : 매주 일요일              ","저희 업소는 단골을 위주로한 편안하고 아늑한 분위기의 업소를 표방합니다.  커피,국산차도 있습니다. 한가지 메뉴가 아닌 주인아주머니의 손맛에따라 매일 메뉴가 바뀝니다.","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00002022.jpg"
"00007101","SBS사진실","013","기타서비스업","서울특별시 중랑구 망우로32길 49 (면목동)","495-1440        ","면목2동 중랑전화국 맞은편 동부시장 내 ","영업시간 :10:00~21:00 휴무일 :2.4주 일요일 카드 :가능 주차 :불가능 취급품목 : 사진찰영료 10000원 ","동부시장내 위치, 겉모습은 허름하지만 저렴한 가격에 사진을 넉넉하게 뽑아주는 것으로 유명해 인근 학생들이 많이 찾는 사진관으로 자연스러운 보정 등의 장점이 입소문을 타 주변지역뿐 아니라 남양주에서도 찾아오는 손님이 많음    ","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20151126114110.JPG"
"00007574","대림각","002","중식","서울특별시 노원구 섬밭로 263 (중계동)","02-949-2748","null","영업시간 :10:30 ~ 21:00 좌석수 : 135석 휴무일 : 연휴때, 설,추석 예약가능여부 : 가능 배달가능여부 : 가능 주차가능여부 : 가능 카드사용가능      ","영업장 청결 및 3년째 저렴한 가격.  ","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20140122161756.JPG"
"00007340","동춘원","002","중식","서울특별시 서울 중랑구 망우로66길 57","02-434-9454"," 우림시장사거리에서 용마프라자 지나 우림시장 주차장 앞 ","영업시간 :10:30~20:30 휴무일 : 화요일             ","　","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20100802163706.JPG"
"00002699","극동칼라","013","기타서비스업","서울특별시 구로구 구로동로26길 98 (구로동)","02-855-1484","구로 극동아파트 정문앞. 극동상가 건너(구로시장내에 위치) ","영업시간 : 09:00~19:30 휴무일 : 없음(일요일도 영업합니다)   ","단골 고객들이 끊이지않는곳이며  핸드폰,디카,증명,여권, 가족사진등 (주)후지필름에서 유일하게 관리해주는 대형 프리미엄 사진관입니다. ","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00002699.jpg"
"00001447","에덴미용실","005","이미용","서울특별시 송파구 마천로61나길 10 (마천동)","02-400-2829","전철노선:5호선 마천역 1번출구에서 프라자약국 골목에 위치 버스노선:3314.3317.3318.5.3214.3315.3316.3416.3217' ","영업시간 -  11:00 ~ 마감시까지 휴무일 : 매주일요일 *주차        ","'지역주민  .단골고객 대상으로 서비스및 가격할혜택'	 오래된 기술과 서비스로 친절하게 모시고 있습니다 ","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111104154017.jpg"
"00002225","일봉","003","경양식/일식","서울특별시 종로구 종로 192-1 (종로4가)","2266-2540       "," 종로5가 지하철역 예지상가 2번출구  파랑색 버스 143, 150, 160, 161, 200번 타고 종로 5가 하차","영업시간 : 오전11시 - 오후10시 좌석수 : 60석 휴무일 : 매주일요일 배달 : 무 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 없음   ","종업원 인건비를 생선에 투자하여 신선하고 저렴한가격으로 드실수 있도록 최선을 다하고 있습니다","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00002225.jpg"
"00002832","투가리올림픽","001","한식","서울특별시 송파구 백제고분로 465 (방이동)","386-7004"," 전철노선:2.8 호선 잠실역.몽촌토성역 버스노선:3214.3216.3313.3315 3414.3411.송파구청 하차 방이사거리 방이맛골에 위치하며 방이시장 남문에 위치함.  올림픽공원 남이문쪽에 가까이 위치하고 있음","영업시간 :24시간 좌석수 :35석 휴무일 :연중무휴 예약 :가능 카드 :무 배달 : 불가 주차 : 불가   ","인건비 절약(고객 셀프서비스) 실내가 깨끗하며 화학조미료를 절대 사용하지 않고,  신선한 재료로 맛을 낸다. 20년의 손맛으로 끓여주는 깔끔한 맛 ","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00002832.jpg"
"00006424","차순옥미용실","005","이미용","서울특별시 강서구 허준로 176 (가양동, 가양도시개발공사아파트(가양8단지아파트)) 107호","02-2658-6478","가양8단지상가 1층","영업시간 :09:00~20:00 좌석수 : 3개 휴무일 : 매주 일요일 배달 : 해당없음 예약 : 가능 카드 : 불가 주차 : 가능 홈페이지 주소 : 없음 전자우편주소 : 없음    ","원장님의 친절과 부드러운 마음씨에 몸이 불편한 어른들이 많이 이용하고 계십니다.","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=g3_1.jpg"
"00003120","모아모아세탁","007","세탁","서울특별시 송파구 송이로 19 (송파동)","02-419-1242","전철노선:8호선 송파역 1번출구 송파2동주민센터방면 가락 중고등학교 사이 큰길, 한양 2차 아파트 옆에 위치 버스노선:30.3215.3314.3318.3417.3319.3418.3216' ","영업시간 : 08:30~21:00 휴무일 : 일요일  * 배달, 주차,       ","세탁에 관한 모든 기계설치가 완벽하며  크리닝 재료를 고급소재로 사용하며  항상 저렴한 가격에 친절하게 손님을 모십니다.  그리고 양복한벌에 넥타이 서비스,  양장한벌에 스카프를 서비스로 드라이해드리고 있습니다. ","9","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00003120.jpg"
"00007117","정수 대중목욕탕","013","기타서비스업","서울특별시 강서구 화곡로44나길 65 (화곡동)","02-2699-4330","강서등기소, 한양아파트 옆","영업시간 :05:30~18:30 휴무일 : 매주 목요일        ","20년을 한 곳에서 영업하여 주변의 신뢰가 두텁습니다.","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120405113724.JPG"
"00007198","원이발소","005","이미용","서울특별시 관악구 청룡8길 77 (봉천동)","882-6191","청룡동 주민 센터 앞 골목 삼원어린이집 맞은 편에 위치","영업시간 : 오전 7시 ~ 오후 8시 좌석수 : 3 휴무일 : 매주 화요일 주차 : 가능 예약 : 가능 카드 : 불가능  ","▷본인 소유 건물로 임대료 절약 ▷관악구 평균가격보다 10%이상 저렴 ▷주택가에 위치하여 동네 어르신들 사랑방 같은 분위기","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20100618095655.JPG"
"00007595","다운이","001","한식","서울특별시 노원구 한글비석로 444 (상계동) 교림노원프라자 지하1층","02-937-1160","상계역 4번 출구에서625m","영업시간 : 10:00 ~ 19:30 휴무일 : 주일           ","가족(본인,모)이 직접운영함","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20140122161913.JPG"
"00001145","원조막국수","001","한식","서울특별시 강북구 노해로33길 42 (수유동)","02-991-5215","우이신설 가오리역 1번 출구에서 895m(도보 13분)","영업시간 : 11:00-19:30      ","사골로 국물을 낸 육수와 열무,오이,배,참깨 등 각종 재료를 아끼지 않고 사용하여 푸짐하며, 매콤한 김칫국물 맛과 갈아 넣은 얼음 맛으로 시원한 국물맛이 일품이다.","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00001145.gif"
"00002700","제주똥돼지촌","001","한식","서울특별시 구로구 구로동로28길 98 (구로동)","02-837-3077","남구로역 6번 출구에서601m 구로4동사무소 옆","영업시간 : 14:00 ~ 24:00 휴무일 : 명절               ","- 제주도항공 직송한 제주똥돼지 단일메뉴로 맛을 유지 - 생고기로 신선한 육질을 자랑 - 돌판에 볶아 먹는 볶음밥이 구수하다고 함","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00002700.jpg"
"00008349","건영헤어포맨","005","이미용","서울특별시 구로구 구로동로12길 32 (구로동)","0507-1378-0554","남구로역 6번 출구에서273m 구로시장 떡볶이 골목 근처 대동체육사 지나 희망슈퍼 옆건물에 위치합니다.","영업시간 : 07:00~20:00 휴무일 : 매주 화요일          ","가격이 저렴하고 친절함","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120706151601.JPG"
"00004955","김밥천국","001","한식","서울특별시 강서구 가로공원로76길 61 (화곡동)","02-2692-5955","화곡대림아파트1동 강수원 치과 맞은편에 있는 화곡중앙의원 뒷편				 ","영업시간 : 09:00~21:00 좌석수 : 12개 휴무일 : 주 1회 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 없음 전자우편주소 : 없음 기타 : 없음         ","10년동안 한 곳에서 운영하여 주변의 신뢰가 돈독합니다. ","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=hh_10.jpg"
"00008210","다사랑분식","001","한식","서울특별시 관악구 난우길 18 (신림동)","852-5010","난곡동 세이브마트 주변에 위치","영업시간 : 오전 8시 ~ 오후 9시 배달 : 불가능 주차 : 불가능 예약 : 가능 카드 : 불가능 좌석수 : 8석 휴무일 : 일요일    ","▷관악구 평균가격보다 20%이상 파격 저렴 ▷영등포시장에서 신선하고 저렴한 재료를 구입하여 어머니의 손맛으로 음식 제공 ▷다른 품목도 저렴. 이용자 많음","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703171618.jpg"
"00007651","세림가든","001","한식","서울특별시 영등포구 경인로 874 (영등포동1가)","02-2671-5678","롯데백화점(영등포) 옆 신길역 방향 100m 대로변","영업시간 : 11:00-23:00 좌석수 : 70석 휴무일 : 휴무없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 : 재료는 주인이 직접구매 및 주방담당  ","교통이 편리하고 매장이 청결 저렴한 가격의 세트 메뉴 판매 등 전체 메뉴가 비교적 저가격 유지 직원의 친절한 서비스","8","24-10","http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20121108163234.jpg"
